Parameters: 1759845
Epoch	Kappa (val)	IoU (val)	F1 (val)	R (val)	P (val)
197		0.7192		0.6303		0.7732		0.6989		0.8652
198		0.7277		0.6403		0.7807		0.7128		0.8630
199		0.7180		0.6283		0.7718		0.6924		0.8717
200		0.7322		0.6460		0.7849		0.7234		0.8579
201		0.7251		0.6365		0.7779		0.7022		0.8719
202		0.7291		0.6419		0.7819		0.7140		0.8639
203		0.7214		0.6323		0.7748		0.6975		0.8713
204		0.7274		0.6402		0.7807		0.7143		0.8606
205		0.7370		0.6523		0.7895		0.7369		0.8503
206		0.7360		0.6522		0.7895		0.7459		0.8386
207		0.7338		0.6484		0.7867		0.7301		0.8528
208		0.7358		0.6512		0.7888		0.7378		0.8474
209		0.7329		0.6478		0.7863		0.7337		0.8470
210		0.7305		0.6444		0.7837		0.7243		0.8538
211		0.7258		0.6386		0.7795		0.7143		0.8578
212		0.7239		0.6364		0.7778		0.7117		0.8574
213		0.7221		0.6337		0.7758		0.7038		0.8642
Test		0.7605		0.6880		0.8152		0.7904		0.8416
