Parameters: 1759845
Epoch	Kappa (val)	IoU (val)	F1 (val)	R (val)	P (val)
1		0.7030		0.6206		0.7659		0.7535		0.7787
2		0.7075		0.6264		0.7703		0.7681		0.7725
3		0.7180		0.6356		0.7772		0.7588		0.7966
4		0.7259		0.6444		0.7838		0.7691		0.7990
5		0.7284		0.6455		0.7845		0.7540		0.8177
6		0.7148		0.6289		0.7722		0.7245		0.8265
7		0.7273		0.6458		0.7848		0.7686		0.8017
8		0.7354		0.6541		0.7909		0.7715		0.8113
9		0.7185		0.6322		0.7746		0.7213		0.8365
10		0.7216		0.6373		0.7785		0.7402		0.8210
11		0.7446		0.6672		0.8003		0.8119		0.7891
12		0.7378		0.6556		0.7920		0.7616		0.8250
13		0.7170		0.6328		0.7751		0.7409		0.8126
14		0.7295		0.6438		0.7833		0.7280		0.8476
15		0.7159		0.6289		0.7722		0.7147		0.8397
16		0.7270		0.6448		0.7840		0.7612		0.8082
17		0.7264		0.6439		0.7834		0.7581		0.8104
18		0.7357		0.6535		0.7904		0.7609		0.8224
19		0.7250		0.6397		0.7802		0.7314		0.8360
20		0.7415		0.6608		0.7958		0.7762		0.8164
21		0.7237		0.6380		0.7790		0.7279		0.8379
22		0.7382		0.6555		0.7919		0.7568		0.8305
23		0.7499		0.6715		0.8034		0.7990		0.8080
24		0.7335		0.6515		0.7890		0.7641		0.8157
25		0.7391		0.6564		0.7926		0.7565		0.8322
26		0.7283		0.6468		0.7855		0.7686		0.8032
27		0.7458		0.6632		0.7975		0.7551		0.8449
28		0.7405		0.6576		0.7935		0.7542		0.8370
29		0.6965		0.6055		0.7543		0.6763		0.8527
30		0.7275		0.6442		0.7836		0.7510		0.8192
31		0.7359		0.6514		0.7889		0.7388		0.8464
32		0.7189		0.6326		0.7750		0.7223		0.8359
33		0.7135		0.6258		0.7698		0.7081		0.8434
34		0.7299		0.6459		0.7849		0.7438		0.8308
35		0.7209		0.6347		0.7766		0.7235		0.8380
36		0.7123		0.6226		0.7674		0.6909		0.8629
37		0.7426		0.6618		0.7965		0.7749		0.8193
38		0.7416		0.6624		0.7969		0.7918		0.8021
39		0.7424		0.6593		0.7947		0.7520		0.8425
40		0.7252		0.6383		0.7792		0.7165		0.8539
41		0.7264		0.6401		0.7806		0.7223		0.8491
42		0.7370		0.6562		0.7924		0.7754		0.8102
43		0.7187		0.6302		0.7732		0.7023		0.8599
44		0.7246		0.6375		0.7786		0.7154		0.8542
45		0.7474		0.6673		0.8004		0.7813		0.8205
46		0.7251		0.6391		0.7798		0.7253		0.8432
47		0.7222		0.6356		0.7772		0.7199		0.8444
48		0.7286		0.6423		0.7822		0.7223		0.8529
49		0.7317		0.6455		0.7846		0.7229		0.8577
50		0.7187		0.6296		0.7727		0.6974		0.8662
51		0.7535		0.6740		0.8052		0.7854		0.8261
52		0.7314		0.6476		0.7861		0.7457		0.8311
53		0.7105		0.6211		0.7663		0.6937		0.8558
54		0.7238		0.6376		0.7787		0.7233		0.8432
55		0.7319		0.6491		0.7873		0.7561		0.8211
56		0.7361		0.6529		0.7900		0.7524		0.8317
57		0.7381		0.6542		0.7910		0.7445		0.8436
58		0.7344		0.6497		0.7876		0.7368		0.8460
59		0.7280		0.6417		0.7817		0.7223		0.8518
60		0.7327		0.6489		0.7871		0.7458		0.8332
61		0.7166		0.6278		0.7713		0.6992		0.8601
62		0.7282		0.6416		0.7817		0.7202		0.8546
63		0.7332		0.6510		0.7886		0.7617		0.8174
64		0.7191		0.6312		0.7739		0.7075		0.8541
65		0.7128		0.6240		0.7685		0.6984		0.8541
66		0.7244		0.6375		0.7786		0.7169		0.8519
67		0.7205		0.6325		0.7749		0.7073		0.8568
68		0.7304		0.6473		0.7859		0.7519		0.8230
69		0.7349		0.6503		0.7881		0.7380		0.8454
70		0.7324		0.6483		0.7867		0.7437		0.8349
71		0.7366		0.6517		0.7891		0.7350		0.8518
72		0.7191		0.6327		0.7750		0.7201		0.8389
73		0.7354		0.6528		0.7899		0.7569		0.8260
74		0.7270		0.6417		0.7818		0.7321		0.8387
75		0.7235		0.6363		0.7777		0.7138		0.8541
76		0.7148		0.6259		0.7699		0.6979		0.8584
77		0.7315		0.6452		0.7843		0.7222		0.8581
78		0.6895		0.5958		0.7467		0.6528		0.8723
79		0.7190		0.6310		0.7738		0.7072		0.8542
80		0.7074		0.6178		0.7638		0.6914		0.8531
81		0.7371		0.6534		0.7904		0.7468		0.8395
82		0.7191		0.6312		0.7739		0.7071		0.8546
83		0.7120		0.6216		0.7666		0.6854		0.8697
84		0.7242		0.6387		0.7795		0.7303		0.8359
85		0.7252		0.6396		0.7802		0.7289		0.8393
86		0.7209		0.6341		0.7761		0.7172		0.8455
87		0.7251		0.6384		0.7793		0.7191		0.8505
88		0.7383		0.6561		0.7923		0.7609		0.8264
89		0.7435		0.6615		0.7963		0.7626		0.8330
90		0.7227		0.6351		0.7768		0.7111		0.8559
91		0.7388		0.6555		0.7919		0.7496		0.8393
92		0.7379		0.6539		0.7907		0.7437		0.8441
93		0.7332		0.6494		0.7874		0.7455		0.8343
94		0.7285		0.6413		0.7814		0.7144		0.8624
95		0.7387		0.6543		0.7910		0.7394		0.8503
96		0.7245		0.6377		0.7788		0.7179		0.8508
97		0.7149		0.6258		0.7699		0.6967		0.8601
98		0.7361		0.6532		0.7903		0.7552		0.8288
99		0.7321		0.6467		0.7855		0.7304		0.8495
100		0.7345		0.6511		0.7887		0.7497		0.8319
101		0.7300		0.6451		0.7842		0.7355		0.8399
102		0.7143		0.6244		0.7688		0.6897		0.8683
103		0.7420		0.6587		0.7943		0.7497		0.8444
104		0.7312		0.6461		0.7850		0.7334		0.8444
105		0.7274		0.6411		0.7813		0.7223		0.8507
106		0.7336		0.6494		0.7875		0.7417		0.8392
107		0.7405		0.6584		0.7940		0.7619		0.8289
108		0.7285		0.6438		0.7833		0.7378		0.8348
109		0.7252		0.6377		0.7788		0.7118		0.8597
110		0.7296		0.6431		0.7828		0.7204		0.8570
111		0.7290		0.6429		0.7827		0.7242		0.8514
112		0.7276		0.6399		0.7804		0.7094		0.8672
113		0.7206		0.6342		0.7761		0.7210		0.8404
114		0.7221		0.6351		0.7768		0.7156		0.8495
115		0.7403		0.6582		0.7938		0.7620		0.8285
116		0.7286		0.6439		0.7834		0.7372		0.8358
117		0.7326		0.6469		0.7856		0.7282		0.8529
118		0.7211		0.6332		0.7754		0.7082		0.8568
119		0.7224		0.6362		0.7777		0.7235		0.8406
120		0.7335		0.6488		0.7870		0.7374		0.8437
121		0.7273		0.6409		0.7812		0.7215		0.8515
122		0.7294		0.6431		0.7828		0.7231		0.8533
123		0.7178		0.6291		0.7724		0.7008		0.8602
124		0.7079		0.6167		0.7629		0.6777		0.8727
125		0.7448		0.6621		0.7967		0.7553		0.8429
126		0.7247		0.6378		0.7789		0.7171		0.8523
127		0.7224		0.6352		0.7769		0.7138		0.8522
128		0.7208		0.6342		0.7762		0.7191		0.8431
129		0.7342		0.6511		0.7887		0.7523		0.8287
130		0.7286		0.6425		0.7824		0.7243		0.8506
131		0.7185		0.6297		0.7728		0.6994		0.8634
132		0.7265		0.6402		0.7806		0.7225		0.8490
133		0.7358		0.6509		0.7885		0.7350		0.8505
134		0.7254		0.6391		0.7798		0.7223		0.8473
135		0.7343		0.6505		0.7883		0.7456		0.8361
136		0.7199		0.6314		0.7741		0.7026		0.8618
137		0.7194		0.6317		0.7743		0.7088		0.8530
138		0.7268		0.6405		0.7808		0.7220		0.8501
139		0.7355		0.6510		0.7886		0.7394		0.8448
140		0.7129		0.6240		0.7685		0.6983		0.8544
141		0.7363		0.6515		0.7890		0.7359		0.8502
142		0.7309		0.6458		0.7848		0.7334		0.8440
143		0.7375		0.6533		0.7903		0.7419		0.8454
144		0.7371		0.6523		0.7896		0.7357		0.8520
145		0.7280		0.6414		0.7816		0.7203		0.8543
146		0.7236		0.6350		0.7767		0.7014		0.8702
147		0.7226		0.6356		0.7772		0.7163		0.8495
148		0.7356		0.6512		0.7888		0.7400		0.8444
149		0.7317		0.6449		0.7841		0.7176		0.8642
150		0.7320		0.6463		0.7851		0.7271		0.8532
151		0.7236		0.6360		0.7775		0.7107		0.8582
152		0.7410		0.6570		0.7930		0.7429		0.8503
153		0.7321		0.6453		0.7844		0.7177		0.8648
154		0.7366		0.6514		0.7889		0.7322		0.8552
155		0.7332		0.6470		0.7857		0.7234		0.8598
156		0.7261		0.6387		0.7795		0.7119		0.8612
157		0.7283		0.6406		0.7809		0.7095		0.8682
158		0.7193		0.6314		0.7740		0.7075		0.8543
159		0.7265		0.6391		0.7798		0.7118		0.8621
160		0.7273		0.6406		0.7810		0.7194		0.8540
161		0.7288		0.6418		0.7818		0.7167		0.8600
162		0.7240		0.6358		0.7774		0.7058		0.8651
163		0.7344		0.6488		0.7870		0.7289		0.8551
164		0.7340		0.6484		0.7867		0.7284		0.8551
165		0.7320		0.6453		0.7844		0.7185		0.8637
166		0.7423		0.6591		0.7945		0.7503		0.8443
167		0.7350		0.6503		0.7881		0.7372		0.8466
168		0.7316		0.6455		0.7846		0.7244		0.8556
169		0.7197		0.6311		0.7738		0.7016		0.8627
170		0.7314		0.6447		0.7839		0.7184		0.8627
171		0.7347		0.6485		0.7868		0.7233		0.8624
172		0.7250		0.6364		0.7778		0.7016		0.8726
173		0.7228		0.6349		0.7767		0.7082		0.8599
174		0.7321		0.6470		0.7857		0.7338		0.8455
175		0.7245		0.6369		0.7782		0.7106		0.8601
176		0.7259		0.6383		0.7792		0.7104		0.8628
177		0.7353		0.6502		0.7880		0.7331		0.8517
178		0.7185		0.6291		0.7724		0.6948		0.8694
179		0.7258		0.6379		0.7789		0.7079		0.8658
180		0.7251		0.6372		0.7784		0.7086		0.8635
181		0.7233		0.6344		0.7763		0.6999		0.8715
182		0.7256		0.6375		0.7786		0.7068		0.8668
183		0.7241		0.6360		0.7775		0.7059		0.8652
184		0.7214		0.6327		0.7750		0.7011		0.8665
185		0.7268		0.6406		0.7809		0.7227		0.8493
186		0.7271		0.6390		0.7797		0.7061		0.8705
187		0.7190		0.6300		0.7730		0.6974		0.8669
188		0.7249		0.6372		0.7784		0.7096		0.8620
189		0.7236		0.6363		0.7778		0.7134		0.8548
190		0.7184		0.6291		0.7723		0.6954		0.8684
191		0.7312		0.6459		0.7849		0.7313		0.8468
192		0.7185		0.6298		0.7729		0.7003		0.8622
193		0.7325		0.6466		0.7854		0.7254		0.8562
194		0.7314		0.6461		0.7850		0.7313		0.8472
195		0.7317		0.6451		0.7842		0.7191		0.8624
196		0.7312		0.6456		0.7846		0.7283		0.8504
