Parameters: 1759845
Epoch	Kappa (val)	IoU (val)	F1 (val)	R (val)	P (val)
1		0.7995		0.6789		0.8087		0.8934		0.7387
2		0.8337		0.7256		0.8410		0.8884		0.7984
3		0.8254		0.7123		0.8320		0.7522		0.9306
4		0.8052		0.6838		0.8122		0.7116		0.9461
5		0.8507		0.7500		0.8572		0.8802		0.8353
6		0.8518		0.7510		0.8578		0.8276		0.8903
7		0.8319		0.7217		0.8384		0.7696		0.9206
8		0.8630		0.7679		0.8687		0.8628		0.8746
9		0.8675		0.7747		0.8730		0.8658		0.8804
10		0.8502		0.7493		0.8567		0.8748		0.8393
11		0.8632		0.7685		0.8691		0.8944		0.8451
12		0.8639		0.7694		0.8697		0.8796		0.8600
13		0.8733		0.7834		0.8785		0.8669		0.8905
14		0.8691		0.7768		0.8744		0.8440		0.9070
15		0.8642		0.7693		0.8696		0.8217		0.9234
16		0.8686		0.7762		0.8740		0.8547		0.8942
17		0.8713		0.7805		0.8767		0.8822		0.8712
18		0.8696		0.7781		0.8752		0.8955		0.8558
19		0.8764		0.7881		0.8815		0.8729		0.8903
20		0.8762		0.7879		0.8813		0.8772		0.8855
21		0.8752		0.7863		0.8804		0.8612		0.9004
22		0.8761		0.7879		0.8814		0.8893		0.8736
23		0.8729		0.7827		0.8781		0.8501		0.9080
24		0.8774		0.7897		0.8825		0.8671		0.8984
25		0.8762		0.7878		0.8813		0.8623		0.9012
26		0.8746		0.7855		0.8799		0.8878		0.8721
27		0.8748		0.7856		0.8799		0.8580		0.9030
28		0.8821		0.7971		0.8871		0.8926		0.8817
29		0.8757		0.7872		0.8809		0.8904		0.8717
30		0.8781		0.7911		0.8833		0.9111		0.8572
31		0.8779		0.7905		0.8830		0.8719		0.8944
32		0.8746		0.7852		0.8797		0.8497		0.9119
33		0.8813		0.7955		0.8861		0.8567		0.9176
34		0.8751		0.7862		0.8803		0.8694		0.8915
35		0.8728		0.7831		0.8783		0.9086		0.8501
36		0.8778		0.7905		0.8830		0.9013		0.8654
37		0.8693		0.7779		0.8751		0.9218		0.8329
38		0.8793		0.7924		0.8842		0.8572		0.9130
39		0.8842		0.8002		0.8890		0.8857		0.8924
40		0.8774		0.7895		0.8824		0.8465		0.9214
41		0.8846		0.8010		0.8895		0.9000		0.8792
42		0.8816		0.7962		0.8865		0.8693		0.9045
43		0.8824		0.7974		0.8873		0.8824		0.8922
44		0.8805		0.7946		0.8856		0.8915		0.8797
45		0.8842		0.8001		0.8890		0.8652		0.9141
46		0.8862		0.8032		0.8909		0.8783		0.9037
47		0.8824		0.7974		0.8873		0.8815		0.8931
48		0.8846		0.8011		0.8895		0.9044		0.8752
49		0.8779		0.7903		0.8829		0.8653		0.9012
50		0.8825		0.7975		0.8873		0.8692		0.9062
51		0.8837		0.7994		0.8885		0.8792		0.8981
52		0.8839		0.7999		0.8888		0.9017		0.8763
53		0.8798		0.7931		0.8846		0.8440		0.9293
54		0.8822		0.7972		0.8872		0.8961		0.8784
55		0.8849		0.8011		0.8896		0.8692		0.9109
56		0.8821		0.7967		0.8868		0.8548		0.9214
57		0.8846		0.8008		0.8894		0.8707		0.9089
58		0.8877		0.8057		0.8924		0.9007		0.8843
59		0.8872		0.8050		0.8920		0.8931		0.8908
60		0.8839		0.7997		0.8887		0.8786		0.8991
61		0.8866		0.8039		0.8913		0.8794		0.9035
62		0.8889		0.8075		0.8935		0.8889		0.8981
63		0.8875		0.8057		0.8924		0.9112		0.8743
64		0.8894		0.8084		0.8940		0.8970		0.8911
65		0.8842		0.8003		0.8890		0.8905		0.8876
66		0.8869		0.8044		0.8916		0.8893		0.8939
67		0.8810		0.7956		0.8862		0.9156		0.8586
68		0.8896		0.8087		0.8942		0.8880		0.9006
69		0.8909		0.8107		0.8955		0.8920		0.8990
70		0.8890		0.8078		0.8937		0.8931		0.8943
71		0.8913		0.8113		0.8958		0.8939		0.8977
72		0.8911		0.8111		0.8957		0.9035		0.8881
73		0.8928		0.8138		0.8973		0.8958		0.8989
74		0.8856		0.8022		0.8903		0.8616		0.9210
75		0.8886		0.8071		0.8933		0.8870		0.8997
76		0.8879		0.8061		0.8926		0.8901		0.8952
77		0.8908		0.8105		0.8953		0.8804		0.9108
78		0.8931		0.8141		0.8975		0.8920		0.9031
79		0.8944		0.8164		0.8989		0.9051		0.8928
80		0.8894		0.8085		0.8941		0.8965		0.8917
81		0.8839		0.7999		0.8888		0.8976		0.8802
82		0.8874		0.8051		0.8920		0.8691		0.9162
83		0.8895		0.8085		0.8941		0.8869		0.9014
84		0.8893		0.8082		0.8939		0.8986		0.8893
